epoch,step,test_loss,train_loss
0,49,,3.341762065887451
0,99,,3.3917622566223145
0,149,,3.341762065887451
0,199,,3.291762113571167
0,249,,3.341762065887451
0,299,,3.3917622566223145
0,349,,3.291762113571167
0,399,,3.341762065887451
0,449,,3.341762065887451
0,499,,3.3917622566223145
0,549,,3.291762113571167
0,599,,3.3917622566223145
0,649,,3.3917622566223145
0,699,,3.341762065887451
0,749,,3.3917622566223145
0,799,,3.3917622566223145
0,849,,3.3917622566223145
0,899,,3.341762065887451
0,949,,3.3917622566223145
0,999,,3.341762065887451
0,1049,,3.3917622566223145
0,1099,,3.3917622566223145
0,1149,,3.3917622566223145
0,1199,,3.3917622566223145
0,1249,,3.341762065887451
0,1299,,3.341762065887451
0,1349,,3.341762065887451
0,1399,,3.291762113571167
0,1449,,3.341762065887451
0,1499,,3.291762113571167
0,1549,,3.341762065887451
0,1599,,3.341762065887451
0,1649,,3.3917622566223145
0,1699,,3.3917622566223145
0,1749,,3.3917622566223145
0,1799,,3.341762065887451
0,1849,,3.3917622566223145
0,1899,,3.3917622566223145
0,1949,,3.341762065887451
0,1999,,3.341762065887451
0,2049,,3.341762065887451
0,2099,,3.291762113571167
0,2149,,3.241762161254883
0,2199,,3.341762065887451
0,2249,,3.341762065887451
0,2299,,3.341762065887451
0,2349,,3.341762065887451
0,2399,,3.341762065887451
0,2449,,3.3917622566223145
0,2499,,3.341762065887451
0,2549,,3.3917622566223145
0,2599,,3.341762065887451
0,2649,,3.3917622566223145
0,2699,,3.3917622566223145
0,2749,,3.3917622566223145
0,2799,,3.341762065887451
0,2849,,3.3917622566223145
0,2899,,3.3917622566223145
0,2949,,3.3917622566223145
0,2999,,3.341762065887451
0,3049,,3.3917622566223145
0,3099,,3.291762113571167
0,3149,,3.341762065887451
0,3199,,3.3917622566223145
0,3249,,3.291762113571167
0,3299,,3.3917622566223145
0,3349,,3.3917622566223145
0,3399,,3.3917622566223145
0,3449,,3.291762113571167
0,3499,,3.341762065887451
0,3549,,3.3917622566223145
0,3599,,3.341762065887451
0,3649,,3.341762065887451
0,3699,,3.341762065887451
0,3749,,3.341762065887451
0,3799,,3.3917622566223145
0,3849,,3.3917622566223145
0,3899,,3.3917622566223145
0,3949,,3.341762065887451
0,3999,,3.341762065887451
0,4049,,3.3917622566223145
0,4099,,3.3917622566223145
0,4149,,3.341762065887451
0,4199,,3.3917622566223145
0,4249,,3.291762113571167
0,4299,,3.341762065887451
0,4349,,3.291762113571167
0,4399,,3.3917622566223145
0,4449,,3.341762065887451
0,4499,,3.341762065887451
0,4549,,3.341762065887451
0,4599,,3.3917622566223145
0,4649,,3.3917622566223145
0,4699,,3.241762161254883
0,4749,,3.3917622566223145
0,4799,,3.341762065887451
0,4849,,3.3917622566223145
0,4899,,3.3917622566223145
0,4949,,3.3917622566223145
0,4999,,3.3917622566223145
0,5049,,3.3917622566223145
0,5099,,3.341762065887451
0,5149,,3.3917622566223145
0,5199,,3.3917622566223145
0,5249,,3.3917622566223145
0,5299,,3.341762065887451
0,5349,,3.291762113571167
0,5399,,3.341762065887451
0,5449,,3.341762065887451
0,5499,,3.3917622566223145
0,5549,,3.3917622566223145
0,5599,,3.3917622566223145
0,5649,,3.341762065887451
0,5699,,3.341762065887451
0,5749,,3.291762113571167
0,5799,,3.3917622566223145
0,5849,,3.341762065887451
0,5899,,3.291762113571167
0,5949,,3.3917622566223145
0,5999,,3.341762065887451
0,6049,,3.3917622566223145
0,6099,,3.3917622566223145
0,6149,,3.341762065887451
0,6199,,3.3917622566223145
0,6249,,3.3917622566223145
0,6299,,3.341762065887451
0,6349,,3.341762065887451
0,6399,,3.341762065887451
0,6449,,3.1917619705200195
0,6499,,3.3917622566223145
0,6549,,3.3917622566223145
0,6599,,3.3917622566223145
0,6649,,3.341762065887451
0,6699,,3.341762065887451
0,6749,,3.341762065887451
0,6799,,3.3917622566223145
0,6849,,3.341762065887451
0,6899,,3.341762065887451
0,6949,,3.291762113571167
0,6999,,3.3917622566223145
0,7049,,3.291762113571167
0,7099,,3.241762161254883
0,7149,,3.341762065887451
0,7199,,3.341762065887451
0,7249,,3.3917622566223145
0,7299,,3.291762113571167
0,7349,,3.291762113571167
0,7399,,3.3917622566223145
0,7449,,3.291762113571167
0,7499,,3.341762065887451
0,7549,,3.341762065887451
0,7599,,3.3917622566223145
0,7649,,3.3917622566223145
0,7699,,3.3917622566223145
0,7749,,3.3917622566223145
0,7799,,3.3917622566223145
0,7849,,3.3917622566223145
0,7899,,3.3917622566223145
0,7949,,3.341762065887451
0,7999,,3.3917622566223145
0,8049,,3.341762065887451
0,8099,,3.341762065887451
0,8119,3.355865716934204,
1,8149,,3.3917622566223145
1,8199,,3.3917622566223145
1,8249,,3.341762065887451
1,8299,,3.3917622566223145
1,8349,,3.291762113571167
1,8399,,3.3917622566223145
1,8449,,3.341762065887451
1,8499,,3.3917622566223145
1,8549,,3.341762065887451
1,8599,,3.341762065887451
1,8649,,3.341762065887451
1,8699,,3.341762065887451
1,8749,,3.1917619705200195
1,8799,,3.3917622566223145
1,8849,,3.341762065887451
1,8899,,3.341762065887451
1,8949,,3.3917622566223145
1,8999,,3.3917622566223145
1,9049,,3.3917622566223145
1,9099,,3.3917622566223145
1,9149,,3.341762065887451
1,9199,,3.3917622566223145
1,9249,,3.3917622566223145
1,9299,,3.3917622566223145
1,9349,,3.3917622566223145
1,9399,,3.341762065887451
1,9449,,3.341762065887451
1,9499,,3.291762113571167
1,9549,,3.3917622566223145
1,9599,,3.341762065887451
1,9649,,3.341762065887451
1,9699,,3.341762065887451
1,9749,,3.291762113571167
1,9799,,3.3917622566223145
1,9849,,3.341762065887451
1,9899,,3.3917622566223145
1,9949,,3.291762113571167
1,9999,,3.341762065887451
1,10049,,3.341762065887451
1,10099,,3.341762065887451
1,10149,,3.3917622566223145
1,10199,,3.3917622566223145
1,10249,,3.3917622566223145
1,10299,,3.341762065887451
1,10349,,3.3917622566223145
1,10399,,3.1917619705200195
1,10449,,3.3917622566223145
1,10499,,3.341762065887451
1,10549,,3.3917622566223145
1,10599,,3.3917622566223145
1,10649,,3.291762113571167
1,10699,,3.341762065887451
1,10749,,3.341762065887451
1,10799,,3.341762065887451
1,10849,,3.341762065887451
1,10899,,3.3917622566223145
1,10949,,3.3917622566223145
1,10999,,3.291762113571167
1,11049,,3.3917622566223145
1,11099,,3.341762065887451
1,11149,,3.341762065887451
1,11199,,3.291762113571167
1,11249,,3.341762065887451
1,11299,,3.341762065887451
1,11349,,3.3917622566223145
1,11399,,3.3917622566223145
1,11449,,3.3917622566223145
1,11499,,3.3917622566223145
1,11549,,3.3917622566223145
1,11599,,3.291762113571167
1,11649,,3.3917622566223145
1,11699,,3.3917622566223145
1,11749,,3.3917622566223145
1,11799,,3.3917622566223145
1,11849,,3.3917622566223145
1,11899,,3.3917622566223145
1,11949,,3.3917622566223145
1,11999,,3.291762113571167
1,12049,,3.341762065887451
1,12099,,3.3917622566223145
1,12149,,3.341762065887451
1,12199,,3.341762065887451
1,12249,,3.3917622566223145
1,12299,,3.3917622566223145
1,12349,,3.3917622566223145
1,12399,,3.341762065887451
1,12449,,3.341762065887451
1,12499,,3.3917622566223145
1,12549,,3.3917622566223145
1,12599,,3.3917622566223145
1,12649,,3.3917622566223145
1,12699,,3.3917622566223145
1,12749,,3.341762065887451
1,12799,,3.291762113571167
1,12849,,3.341762065887451
1,12899,,3.3917622566223145
1,12949,,3.341762065887451
1,12999,,3.3917622566223145
1,13049,,3.341762065887451
1,13099,,3.3917622566223145
1,13149,,3.241762161254883
1,13199,,3.3917622566223145
1,13249,,3.341762065887451
1,13299,,3.3917622566223145
1,13349,,3.341762065887451
1,13399,,3.341762065887451
1,13449,,3.341762065887451
1,13499,,3.341762065887451
1,13549,,3.341762065887451
1,13599,,3.341762065887451
1,13649,,3.341762065887451
1,13699,,3.291762113571167
1,13749,,3.3917622566223145
1,13799,,3.3917622566223145
1,13849,,3.3917622566223145
1,13899,,3.3917622566223145
1,13949,,3.3917622566223145
1,13999,,3.241762161254883
1,14049,,3.291762113571167
1,14099,,3.341762065887451
1,14149,,3.341762065887451
1,14199,,3.341762065887451
1,14249,,3.341762065887451
1,14299,,3.3917622566223145
1,14349,,3.341762065887451
1,14399,,3.3917622566223145
1,14449,,3.341762065887451
1,14499,,3.3917622566223145
1,14549,,3.291762113571167
1,14599,,3.341762065887451
1,14649,,3.241762161254883
1,14699,,3.3917622566223145
1,14749,,3.291762113571167
1,14799,,3.3917622566223145
1,14849,,3.3917622566223145
1,14899,,3.291762113571167
1,14949,,3.341762065887451
1,14999,,3.341762065887451
1,15049,,3.341762065887451
1,15099,,3.3917622566223145
1,15149,,3.3917622566223145
1,15199,,3.3917622566223145
1,15249,,3.291762113571167
1,15299,,3.3917622566223145
1,15349,,3.291762113571167
1,15399,,3.3917622566223145
1,15449,,3.3917622566223145
1,15499,,3.291762113571167
1,15549,,3.341762065887451
1,15599,,3.3917622566223145
1,15649,,3.3917622566223145
1,15699,,3.291762113571167
1,15749,,3.3917622566223145
1,15799,,3.291762113571167
1,15849,,3.291762113571167
1,15899,,3.341762065887451
1,15949,,3.341762065887451
1,15999,,3.3917622566223145
1,16049,,3.291762113571167
1,16099,,3.3917622566223145
1,16149,,3.3917622566223145
1,16199,,3.291762113571167
1,16239,3.355865716934204,
2,16249,,3.3917622566223145
2,16299,,3.341762065887451
2,16349,,3.341762065887451
2,16399,,3.341762065887451
2,16449,,3.3917622566223145
2,16499,,3.341762065887451
2,16549,,3.3917622566223145
2,16599,,3.341762065887451
2,16649,,3.3917622566223145
2,16699,,3.3917622566223145
2,16749,,3.341762065887451
2,16799,,3.3917622566223145
2,16849,,3.341762065887451
2,16899,,3.341762065887451
2,16949,,3.3917622566223145
2,16999,,3.3917622566223145
2,17049,,3.3917622566223145
2,17099,,3.291762113571167
2,17149,,3.291762113571167
2,17199,,3.291762113571167
2,17249,,3.3917622566223145
2,17299,,3.3917622566223145
2,17349,,3.341762065887451
2,17399,,3.341762065887451
2,17449,,3.3917622566223145
2,17499,,3.341762065887451
2,17549,,3.341762065887451
2,17599,,3.3917622566223145
2,17649,,3.341762065887451
2,17699,,3.341762065887451
2,17749,,3.3917622566223145
2,17799,,3.341762065887451
2,17849,,3.341762065887451
2,17899,,3.3917622566223145
2,17949,,3.3917622566223145
2,17999,,3.291762113571167
2,18049,,3.3917622566223145
2,18099,,3.3917622566223145
2,18149,,3.3917622566223145
2,18199,,3.341762065887451
2,18249,,3.341762065887451
2,18299,,3.3917622566223145
2,18349,,3.341762065887451
2,18399,,3.3917622566223145
2,18449,,3.3917622566223145
2,18499,,3.291762113571167
2,18549,,3.341762065887451
2,18599,,3.3917622566223145
2,18649,,3.341762065887451
2,18699,,3.291762113571167
2,18749,,3.3917622566223145
2,18799,,3.241762161254883
2,18849,,3.3917622566223145
2,18899,,3.3917622566223145
2,18949,,3.3917622566223145
2,18999,,3.3917622566223145
2,19049,,3.3917622566223145
2,19099,,3.341762065887451
2,19149,,3.341762065887451
2,19199,,3.341762065887451
2,19249,,3.291762113571167
2,19299,,3.341762065887451
2,19349,,3.3917622566223145
2,19399,,3.341762065887451
2,19449,,3.3917622566223145
2,19499,,3.341762065887451
2,19549,,3.341762065887451
2,19599,,3.3917622566223145
