epoch,step,test_loss,train_loss
0,49,,3.2326951026916504
0,99,,2.9428601264953613
0,149,,2.774850845336914
0,199,,2.660700798034668
0,249,,2.6264805793762207
0,299,,2.59936261177063
0,349,,2.5979762077331543
0,399,,2.568028688430786
0,449,,2.5361077785491943
0,499,,2.5178537368774414
0,549,,2.5224711894989014
0,599,,2.542884349822998
0,649,,2.515132427215576
0,699,,2.5302586555480957
0,749,,2.5296669006347656
0,799,,2.5010485649108887
0,849,,2.522016763687134
0,899,,2.487414836883545
0,949,,2.4742650985717773
0,999,,2.5692784786224365
0,1049,,2.5603747367858887
0,1099,,2.4955029487609863
0,1149,,2.515990734100342
0,1199,,2.5489389896392822
0,1249,,2.4918041229248047
0,1268,2.4997124671936035,
1,1299,,2.501912832260132
1,1349,,2.496656894683838
1,1399,,2.4836883544921875
1,1449,,2.4935004711151123
1,1499,,2.457115888595581
1,1549,,2.5177485942840576
1,1599,,2.48392391204834
1,1649,,2.474388599395752
1,1699,,2.4793591499328613
1,1749,,2.4665181636810303
1,1799,,2.471672296524048
1,1849,,2.497889280319214
1,1899,,2.4652504920959473
1,1949,,2.4470033645629883
1,1999,,2.4888510704040527
1,2049,,2.4681379795074463
1,2099,,2.4900383949279785
1,2149,,2.4515881538391113
1,2199,,2.4803314208984375
1,2249,,2.483262300491333
1,2299,,2.4637794494628906
1,2349,,2.485206127166748
1,2399,,2.4783308506011963
1,2449,,2.478957176208496
1,2499,,2.506413698196411
1,2537,2.475794553756714,
2,2549,,2.429753541946411
2,2599,,2.4604790210723877
2,2649,,2.4765563011169434
2,2699,,2.4512388706207275
2,2749,,2.4471216201782227
2,2799,,2.506159782409668
2,2849,,2.4501867294311523
2,2899,,2.4382874965667725
2,2949,,2.440152168273926
2,2999,,2.468008279800415
2,3049,,2.449693441390991
2,3099,,2.4418718814849854
2,3149,,2.4536843299865723
2,3199,,2.4988479614257812
2,3249,,2.4348108768463135
2,3299,,2.448422908782959
2,3349,,2.456482410430908
2,3399,,2.473356008529663
2,3449,,2.4986839294433594
2,3499,,2.4584555625915527
2,3549,,2.4514882564544678
2,3599,,2.475594997406006
2,3649,,2.4393017292022705
2,3699,,2.4516165256500244
2,3749,,2.4703071117401123
2,3799,,2.4595730304718018
2,3806,2.4657864570617676,
3,3849,,2.4798128604888916
3,3899,,2.4149763584136963
3,3949,,2.4315850734710693
3,3999,,2.449920415878296
3,4049,,2.4316043853759766
3,4099,,2.4773294925689697
3,4149,,2.4186599254608154
3,4199,,2.431504726409912
3,4249,,2.4921607971191406
3,4299,,2.4798946380615234
3,4349,,2.4472248554229736
3,4399,,2.4462647438049316
3,4449,,2.4382102489471436
3,4499,,2.4507577419281006
3,4549,,2.471766471862793
3,4599,,2.442507028579712
3,4649,,2.4753005504608154
3,4699,,2.4759535789489746
3,4749,,2.462031126022339
3,4799,,2.5025579929351807
3,4849,,2.4702610969543457
3,4899,,2.4311132431030273
3,4949,,2.4270715713500977
3,4999,,2.4671871662139893
3,5049,,2.4331257343292236
3,5075,2.4592247009277344,
4,5099,,2.4506709575653076
4,5149,,2.429871082305908
4,5199,,2.429607391357422
4,5249,,2.4509284496307373
4,5299,,2.443852186203003
4,5349,,2.4271328449249268
4,5399,,2.434706926345825
4,5449,,2.486853837966919
4,5499,,2.4482359886169434
4,5549,,2.4324474334716797
4,5599,,2.450155735015869
4,5649,,2.437276601791382
4,5699,,2.470045566558838
4,5749,,2.4466521739959717
4,5799,,2.441774368286133
4,5849,,2.481759786605835
4,5899,,2.4523348808288574
4,5949,,2.439913749694824
4,5999,,2.451728582382202
4,6049,,2.4635708332061768
4,6099,,2.4465341567993164
4,6149,,2.473876953125
4,6199,,2.4296834468841553
4,6249,,2.4239888191223145
4,6299,,2.3992416858673096
4,6344,2.453885316848755,
5,6349,,2.457906484603882
5,6399,,2.4189565181732178
5,6449,,2.469329833984375
