epoch,step,test_loss,train_loss
0,49,,3.203627109527588
0,99,,2.942099094390869
0,149,,2.8336129188537598
0,199,,2.6849935054779053
0,249,,2.6571898460388184
0,299,,2.558910846710205
0,349,,2.5616440773010254
0,399,,2.5544257164001465
0,449,,2.559359073638916
0,499,,2.531176805496216
0,549,,2.5453150272369385
0,599,,2.528109073638916
0,649,,2.5503056049346924
0,699,,2.5750060081481934
0,749,,2.4812278747558594
0,799,,2.5103073120117188
0,849,,2.522226572036743
0,899,,2.503582239151001
0,949,,2.5052099227905273
0,999,,2.5314292907714844
0,1049,,2.526515007019043
0,1099,,2.5054423809051514
0,1149,,2.489697217941284
0,1199,,2.5081191062927246
0,1249,,2.519843816757202
0,1268,2.497736930847168,
1,1299,,2.518448829650879
1,1349,,2.470752477645874
1,1399,,2.515411853790283
1,1449,,2.4841203689575195
1,1499,,2.490083694458008
1,1549,,2.4546749591827393
1,1599,,2.4897427558898926
1,1649,,2.459287643432617
1,1699,,2.479123115539551
1,1749,,2.4806933403015137
1,1799,,2.4934301376342773
1,1849,,2.477947950363159
1,1899,,2.487959384918213
1,1949,,2.4661965370178223
1,1999,,2.4824304580688477
1,2049,,2.4394278526306152
1,2099,,2.4467740058898926
1,2149,,2.447978973388672
1,2199,,2.513028621673584
1,2249,,2.4693448543548584
1,2299,,2.4538068771362305
1,2349,,2.446394205093384
1,2399,,2.4814817905426025
1,2449,,2.476018190383911
1,2499,,2.47067928314209
1,2537,2.4726834297180176,
2,2549,,2.463102340698242
2,2599,,2.4952218532562256
2,2649,,2.4600296020507812
2,2699,,2.432107448577881
2,2749,,2.455533266067505
2,2799,,2.5274293422698975
2,2849,,2.454434394836426
2,2899,,2.4713165760040283
2,2949,,2.497767210006714
2,2999,,2.423633575439453
2,3049,,2.465836763381958
2,3099,,2.486048698425293
2,3149,,2.4394757747650146
2,3199,,2.4803977012634277
2,3249,,2.504877805709839
2,3299,,2.4587819576263428
2,3349,,2.4437332153320312
2,3399,,2.4594907760620117
2,3449,,2.4709157943725586
2,3499,,2.461836576461792
2,3549,,2.4566571712493896
2,3599,,2.4519264698028564
2,3649,,2.4149253368377686
2,3699,,2.4487767219543457
2,3749,,2.437433958053589
2,3799,,2.438188076019287
2,3806,2.4620556831359863,
3,3849,,2.470813512802124
3,3899,,2.4740688800811768
3,3949,,2.467329978942871
3,3999,,2.4544310569763184
3,4049,,2.4554028511047363
3,4099,,2.4893617630004883
3,4149,,2.426574468612671
3,4199,,2.4598891735076904
3,4249,,2.4751226902008057
3,4299,,2.4824326038360596
3,4349,,2.4495015144348145
3,4399,,2.4242842197418213
3,4449,,2.4659531116485596
3,4499,,2.4351797103881836
3,4549,,2.4264681339263916
3,4599,,2.4603962898254395
3,4649,,2.436328649520874
3,4699,,2.428217649459839
3,4749,,2.461505889892578
3,4799,,2.4231345653533936
3,4849,,2.471158027648926
3,4899,,2.466411828994751
3,4949,,2.4567437171936035
3,4999,,2.4496512413024902
3,5049,,2.44085955619812
3,5075,2.455857276916504,
4,5099,,2.4766788482666016
4,5149,,2.4275307655334473
4,5199,,2.4573817253112793
4,5249,,2.463162422180176
4,5299,,2.4622437953948975
4,5349,,2.4568400382995605
4,5399,,2.442896604537964
4,5449,,2.4915897846221924
4,5499,,2.441433906555176
4,5549,,2.4259233474731445
4,5599,,2.4217939376831055
4,5649,,2.4583215713500977
4,5699,,2.425654411315918
4,5749,,2.4567954540252686
4,5799,,2.416221857070923
4,5849,,2.4601023197174072
4,5899,,2.441068649291992
4,5949,,2.4462153911590576
4,5999,,2.41664457321167
4,6049,,2.435417413711548
4,6099,,2.425781726837158
4,6149,,2.4218339920043945
4,6199,,2.417417287826538
4,6249,,2.4730191230773926
4,6299,,2.4467110633850098
4,6344,2.451141834259033,
5,6349,,2.4419748783111572
5,6399,,2.4517080783843994
5,6449,,2.446672201156616
5,6499,,2.436055898666382
5,6549,,2.4388325214385986
5,6599,,2.4173331260681152
5,6649,,2.4611330032348633
5,6699,,2.4409291744232178
5,6749,,2.4636573791503906
5,6799,,2.4539310932159424
5,6849,,2.461881637573242
5,6899,,2.4274771213531494
5,6949,,2.437901496887207
5,6999,,2.4289801120758057
5,7049,,2.4431350231170654
5,7099,,2.4284539222717285
5,7149,,2.4243853092193604
5,7199,,2.4448118209838867
5,7249,,2.418922185897827
5,7299,,2.4062302112579346
5,7349,,2.4391820430755615
5,7399,,2.432105541229248
5,7449,,2.4351258277893066
5,7499,,2.4599053859710693
5,7549,,2.433185577392578
5,7599,,2.402367353439331
5,7613,2.4482407569885254,
6,7649,,2.435840129852295
6,7699,,2.430649995803833
6,7749,,2.4263877868652344
6,7799,,2.4253294467926025
6,7849,,2.4281232357025146
6,7899,,2.409727096557617
6,7949,,2.424286365509033
6,7999,,2.4199492931365967
6,8049,,2.421229839324951
6,8099,,2.4405343532562256
6,8149,,2.429816722869873
6,8199,,2.4527854919433594
6,8249,,2.4657816886901855
6,8299,,2.4416821002960205
6,8349,,2.4460926055908203
6,8399,,2.4128551483154297
6,8449,,2.452467679977417
6,8499,,2.4494171142578125
6,8549,,2.420516014099121
6,8599,,2.4316389560699463
6,8649,,2.4506826400756836
6,8699,,2.4379708766937256
6,8749,,2.422917366027832
6,8799,,2.416475296020508
6,8849,,2.4374287128448486
6,8882,2.445387125015259,
7,8899,,2.422961473464966
7,8949,,2.431884527206421
7,8999,,2.4254305362701416
7,9049,,2.4461214542388916
7,9099,,2.4116811752319336
7,9149,,2.422895908355713
7,9199,,2.4032506942749023
7,9249,,2.443918466567993
7,9299,,2.430668592453003
7,9349,,2.4748306274414062
7,9399,,2.460892677307129
7,9449,,2.462033748626709
7,9499,,2.4179837703704834
7,9549,,2.4227614402770996
7,9599,,2.4253880977630615
7,9649,,2.4251549243927
7,9699,,2.4366767406463623
7,9749,,2.450021743774414
7,9799,,2.416936159133911
7,9849,,2.415536642074585
7,9899,,2.4550282955169678
7,9949,,2.4355580806732178
7,9999,,2.4189350605010986
7,10049,,2.4625487327575684
7,10099,,2.425011157989502
7,10149,,2.448139190673828
7,10151,2.4435434341430664,
8,10199,,2.4257497787475586
8,10249,,2.4400198459625244
8,10299,,2.418708562850952
8,10349,,2.426142930984497
8,10399,,2.4706671237945557
8,10449,,2.4614360332489014
8,10499,,2.4573304653167725
8,10549,,2.4336421489715576
8,10599,,2.42547607421875
8,10649,,2.4473772048950195
8,10699,,2.4366703033447266
8,10749,,2.4407949447631836
8,10799,,2.4011306762695312
8,10849,,2.441742181777954
8,10899,,2.4348037242889404
8,10949,,2.4423491954803467
8,10999,,2.418490171432495
8,11049,,2.4381933212280273
8,11099,,2.449089288711548
8,11149,,2.436511754989624
8,11199,,2.4329850673675537
8,11249,,2.4365737438201904
8,11299,,2.451484441757202
8,11349,,2.445621967315674
8,11399,,2.4596073627471924
8,11420,2.441969633102417,
9,11449,,2.4255149364471436
9,11499,,2.454881429672241
9,11549,,2.4408535957336426
9,11599,,2.46665096282959
9,11649,,2.4554479122161865
9,11699,,2.432396411895752
9,11749,,2.443993091583252
9,11799,,2.4313955307006836
9,11849,,2.434311866760254
9,11899,,2.423727512359619
9,11949,,2.427769422531128
9,11999,,2.425790548324585
9,12049,,2.435548782348633
9,12099,,2.455073118209839
9,12149,,2.4336743354797363
9,12199,,2.4032373428344727
9,12249,,2.4402689933776855
9,12299,,2.413060188293457
9,12349,,2.4215192794799805
9,12399,,2.423412561416626
9,12449,,2.424919605255127
9,12499,,2.449249744415283
9,12549,,2.484137773513794
9,12599,,2.4399025440216064
9,12649,,2.4360365867614746
9,12689,2.4404327869415283,
10,12699,,2.408383369445801
10,12749,,2.4207770824432373
10,12799,,2.4437415599823
10,12849,,2.433624744415283
10,12899,,2.4250259399414062
10,12949,,2.4396116733551025
10,12999,,2.4170644283294678
10,13049,,2.407688617706299
10,13099,,2.4167747497558594
10,13149,,2.428328037261963
10,13199,,2.41934871673584
10,13249,,2.42323899269104
10,13299,,2.4390928745269775
10,13349,,2.4477665424346924
10,13399,,2.4467241764068604
10,13449,,2.3981192111968994
10,13499,,2.4176409244537354
10,13549,,2.410984754562378
10,13599,,2.455725908279419
10,13649,,2.4381871223449707
10,13699,,2.397174596786499
10,13749,,2.447474718093872
10,13799,,2.4272055625915527
10,13849,,2.4403340816497803
10,13899,,2.4341485500335693
10,13949,,2.417581081390381
10,13958,2.4392473697662354,
11,13999,,2.425651788711548
11,14049,,2.4368011951446533
11,14099,,2.407344102859497
11,14149,,2.417600631713867
11,14199,,2.4173903465270996
11,14249,,2.4263527393341064
11,14299,,2.44930100440979
11,14349,,2.450413942337036
11,14399,,2.4625391960144043
11,14449,,2.454558849334717
11,14499,,2.4279749393463135
11,14549,,2.4324870109558105
11,14599,,2.416931390762329
11,14649,,2.424062967300415
11,14699,,2.42386794090271
11,14749,,2.426476240158081
11,14799,,2.4316246509552
11,14849,,2.430040121078491
11,14899,,2.4249939918518066
11,14949,,2.4087977409362793
11,14999,,2.4170494079589844
11,15049,,2.442579984664917
11,15099,,2.4172589778900146
11,15149,,2.402292013168335
11,15199,,2.4168803691864014
11,15227,2.4378368854522705,
12,15249,,2.4169437885284424
12,15299,,2.438112497329712
12,15349,,2.4308156967163086
12,15399,,2.393340587615967
12,15449,,2.4252355098724365
12,15499,,2.406435012817383
12,15549,,2.418351411819458
12,15599,,2.443708896636963
12,15649,,2.4012258052825928
12,15699,,2.4241373538970947
12,15749,,2.4416778087615967
12,15799,,2.413905382156372
12,15849,,2.416905641555786
12,15899,,2.4334051609039307
12,15949,,2.4314863681793213
12,15999,,2.4185523986816406
12,16049,,2.4241995811462402
12,16099,,2.4162888526916504
12,16149,,2.440523862838745
12,16199,,2.4165725708007812
12,16249,,2.4593894481658936
12,16299,,2.427046298980713
12,16349,,2.4605460166931152
12,16399,,2.416325807571411
12,16449,,2.4183175563812256
12,16496,2.4364099502563477,
13,16499,,2.446587562561035
13,16549,,2.3932180404663086
13,16599,,2.4152579307556152
13,16649,,2.4147114753723145
13,16699,,2.423471450805664
13,16749,,2.408897876739502
13,16799,,2.4162979125976562
13,16849,,2.439553737640381
13,16899,,2.402578115463257
13,16949,,2.425692319869995
13,16999,,2.432800769805908
13,17049,,2.4222021102905273
13,17099,,2.42398738861084
13,17149,,2.415123462677002
13,17199,,2.417724847793579
13,17249,,2.419933795928955
13,17299,,2.451664686203003
13,17349,,2.4213707447052
13,17399,,2.428098440170288
13,17449,,2.417086601257324
13,17499,,2.424975633621216
13,17549,,2.426128387451172
13,17599,,2.4322690963745117
13,17649,,2.4257290363311768
13,17699,,2.447267532348633
13,17749,,2.435643434524536
13,17765,2.4358863830566406,
14,17799,,2.417600631713867
14,17849,,2.4001729488372803
14,17899,,2.4157791137695312
14,17949,,2.416220188140869
14,17999,,2.4085540771484375
14,18049,,2.413541316986084
14,18099,,2.4155287742614746
14,18149,,2.424546241760254
14,18199,,2.430067539215088
14,18249,,2.4251246452331543
14,18299,,2.4317445755004883
14,18349,,2.4400241374969482
14,18399,,2.409555435180664
14,18449,,2.4349801540374756
14,18499,,2.4248287677764893
14,18549,,2.4160776138305664
14,18599,,2.4161760807037354
14,18649,,2.448831796646118
14,18699,,2.4713692665100098
14,18749,,2.4193577766418457
14,18799,,2.4357616901397705
14,18849,,2.41033673286438
14,18899,,2.4001123905181885
14,18949,,2.432448148727417
14,18999,,2.4289052486419678
14,19034,2.4351165294647217,
15,19049,,2.4314987659454346
15,19099,,2.4257051944732666
15,19149,,2.4036664962768555
15,19199,,2.4486799240112305
15,19249,,2.427877187728882
15,19299,,2.4237093925476074
15,19349,,2.4469573497772217
15,19399,,2.426366090774536
15,19449,,2.400035858154297
15,19499,,2.408396005630493
15,19549,,2.4310410022735596
15,19599,,2.4401073455810547
15,19649,,2.4081099033355713
15,19699,,2.4469432830810547
15,19749,,2.4102156162261963
15,19799,,2.4208736419677734
15,19849,,2.425734519958496
15,19899,,2.4086990356445312
15,19949,,2.4206936359405518
15,19999,,2.442277193069458
15,20049,,2.4699008464813232
15,20099,,2.4260201454162598
15,20149,,2.423924684524536
15,20199,,2.4157838821411133
15,20249,,2.4116852283477783
15,20299,,2.415731430053711
15,20303,2.4345898628234863,
16,20349,,2.401198625564575
16,20399,,2.420633554458618
16,20449,,2.4009015560150146
16,20499,,2.4309773445129395
16,20549,,2.4320666790008545
16,20599,,2.408015489578247
16,20649,,2.4480154514312744
16,20699,,2.415792226791382
16,20749,,2.409302234649658
16,20799,,2.41605806350708
16,20849,,2.3921539783477783
16,20899,,2.407494306564331
16,20949,,2.41339373588562
16,20999,,2.4459609985351562
16,21049,,2.423668146133423
16,21099,,2.4458224773406982
16,21149,,2.431295394897461
16,21199,,2.41125750541687
16,21249,,2.4083781242370605
16,21299,,2.4318251609802246
16,21349,,2.411900520324707
16,21399,,2.431431293487549
16,21449,,2.4182558059692383
16,21499,,2.439600944519043
16,21549,,2.401416778564453
16,21572,2.434478282928467,
17,21599,,2.4330179691314697
17,21649,,2.4150123596191406
17,21699,,2.4087774753570557
17,21749,,2.4160542488098145
17,21799,,2.415649652481079
17,21849,,2.415473222732544
17,21899,,2.416947364807129
17,21949,,2.4100441932678223
17,21999,,2.4320361614227295
17,22049,,2.4524989128112793
17,22099,,2.4322266578674316
17,22149,,2.4121387004852295
17,22199,,2.4006290435791016
17,22249,,2.4103174209594727
17,22299,,2.392784357070923
17,22349,,2.401097297668457
17,22399,,2.4129555225372314
17,22449,,2.4310500621795654
17,22499,,2.4012529850006104
17,22549,,2.4382596015930176
17,22599,,2.4311013221740723
17,22649,,2.4240317344665527
17,22699,,2.401383399963379
17,22749,,2.421685218811035
17,22799,,2.421444892883301
17,22841,2.433427333831787,
18,22849,,2.4080801010131836
18,22899,,2.4166436195373535
18,22949,,2.4235169887542725
18,22999,,2.415469169616699
18,23049,,2.4085912704467773
18,23099,,2.423316478729248
18,23149,,2.44096040725708
18,23199,,2.4080376625061035
18,23249,,2.400864362716675
18,23299,,2.431004047393799
18,23349,,2.4287190437316895
18,23399,,2.416447401046753
18,23449,,2.4478697776794434
18,23499,,2.4329397678375244
18,23549,,2.419288158416748
18,23599,,2.408139705657959
18,23649,,2.423800230026245
18,23699,,2.4236390590667725
18,23749,,2.4103891849517822
18,23799,,2.4401252269744873
18,23849,,2.4095640182495117
18,23899,,2.4085452556610107
